idx,country,users,purpose,detailed_purpose,period,mass,site,contractor,min_lifetime,max_lifetime,date
1107,Saudi Arabia,Government,Earth Observation,Optical Imaging,98.1,200.0,Baikonur Cosmodrome,King Abdulaziz City for Science and Technology,,,2007-04-17
1108,Saudi Arabia,Government,Space Science,,97.68,100.0,Dombarovsky Air Base,King Abdulaziz City for Science and Technology/Stanford University,,,2014-06-19
1109,United States,Military,Earth Observation,Infrared Imaging,1436.11,4500.0,Cape Canaveral,Lockheed Martin Space Systems,12.0,12.0,2011-05-07
1110,United States,Military,Earth Observation,Infrared Imaging,1436.11,4500.0,Cape Canaveral,Lockheed Martin Space Systems,12.0,12.0,2013-03-19
1111,United States,Military,Space Observation,,97.36,1031.0,Vandenberg AFB,Boeing/Ball Aerospace,,,2010-09-26
1112,United States,Military,Earth Observation,Electronic Intelligence,107.4,,Cape Canaveral,Lockheed Martin,,,2005-02-03
1113,United States,Military,Earth Observation,Electronic Intelligence,107.4,,Cape Canaveral,Lockheed Martin,,,2005-02-03
1114,United States,Military,Earth Observation,Electronic Intelligence,107.4,,Cape Canaveral,Lockheed Martin,,,2007-06-15
1115,United States,Military,Earth Observation,Electronic Intelligence,107.4,,Cape Canaveral,Lockheed Martin,,,2007-06-15
1116,United States,Military,Earth Observation,Electronic Intelligence,107.5,,Vandenberg AFB,Lockheed Martin,,,2011-04-15
1117,United States,Military,Earth Observation,Electronic Intelligence,107.4,,Vandenberg AFB,Lockheed Martin,,,2011-04-15
1118,United States,Military,Earth Observation,Electronic Intelligence,107.4,6500.0,Vandenberg AFB,National Reconnaissance Laboratory (NRL),,,2012-09-13
1119,United States,Military,Earth Observation,Electronic Intelligence,107.4,6500.0,Vandenberg AFB,National Reconnaissance Laboratory (NRL),,,2012-09-13
1120,United States,Military,Earth Observation,Electronic Intelligence,107.4,6500.0,Vandenberg AFB,National Reconnaissance Laboratory (NRL),,,2015-10-08
1121,United States,Military,Earth Observation,Electronic Intelligence,107.4,6500.0,Vandenberg AFB,National Reconnaissance Laboratory (NRL),,,2015-10-08
1122,India,Government,Earth Observation,Meteorology/Earth Science,99.3,371.0,Satish Dhawan Space Center,Indian Space Research Organization (ISRO),5.0,5.0,2016-09-26
1123,Brazil,Government,Earth Observation,Meteorology/Earth Science,99.7,110.0,Cape Canaveral,Instituto Nacional de Pesquisas Espaciais (INPE),3.0,3.0,1993-02-09
1124,Brazil,Government,Earth Observation,Meteorology/Earth Science,99.8,110.0,Cape Canaveral,Instituto Nacional de Pesquisas Espaciais (INPE),3.0,3.0,1998-10-23
1125,Canada,Government,Space Science,,97.6,150.0,Vandenberg AFB,Bristol Aerospace Ltd.,,,2003-08-12
1126,United States,Government,Space Science,,1436.03,3100.0,Cape Canaveral,Goddard Space Flight Center,5.0,5.0,2010-02-11
1127,United States,Military,Communications,Data Relay,717.7,,Cape Canaveral,Hughes,7.0,10.0,2004-08-31
1128,United States,Military,Communications,Data Relay,718,,Cape Canaveral,National Reconnaissance Laboratory,7.0,10.0,2007-12-10
1129,United States,Military,Communications,Data Relay,1436.1,,Cape Canaveral,National Reconnaissance Laboratory,,,2011-03-02
1130,United States,Military,Communications,Data Relay,1436.1,,Cape Canaveral,National Reconnaissance Laboratory,,,2012-06-20
1131,United States,Military,Communications,Data Relay,1436.1,,Cape Canaveral,National Reconnaissance Laboratory,,,2014-05-22
1132,United States,Military,Communications,Data Relay,1436.1,,Cape Canaveral,National Reconnaissance Laboratory,,,2016-07-28
1133,Japan,Government,Technology Development,,98.1,50.0,Tanegashima Space Center,Japan Aerospace Exploration Agency (JAXA),2.0,2.0,2012-05-17
1134,Japan,Civil,Technology Development,,97,3.0,Satish Dhawan Space Center,Nihon University,,,2008-04-28
1135,ESA,Government,Earth Observation,Earth Science,98.61,2300.0,Guiana Space Center,Thales Alenia Space Italia,7.0,7.0,2014-04-03
1136,ESA,Government,Earth Observation,Earth Science,98.7,2300.0,Guiana Space Center,Thales Alenia Space,7.0,7.0,2016-04-25
1137,ESA,Government,Earth Observation,Earth Science,100.62,2300.0,Guiana Space Center,Airbus Defense and Space,7.0,7.0,2015-06-23
1138,ESA,Government,Earth Observation,Earth Science,100.9,2300.0,Plesetsk Cosmodrome,Thales Alenia Space,7.0,7.0,2016-02-16
1139,United States,Commercial,Communications,,1436.1,,Baikonur Cosmodrome,Orbital Sciences Corp.,15.0,15.0,2010-04-24
1140,United States,Commercial,Communications,,1436.19,3200.0,Guiana Space Center,Orbital Sciences Corp.,15.0,18.0,2011-09-21
1141,United States,Commercial,Communications,,1439.41,3112.0,Baikonur Cosmodrome,Orbital Sciences Corp.,15.0,15.0,2011-07-15
1142,United States,Commercial,Communications,,1436.1,,Baikonur Cosmodrome,Space Systems/Loral,15.0,15.0,2012-02-14
1143,United States,Commercial,Communications,,1436.12,6007.0,Baikonur Cosmodrome,Space Systems/Loral,15.0,15.0,2012-07-09
1144,United States,Commercial,Communications,,1436.09,6140.0,Baikonur Cosmodrome,EADS Astrium,15.0,15.0,2013-06-03
1145,United States,Commercial,Communications,,1436.1,4007.0,Baikonur Cosmodrome,Boeing Satellite Systems,15.0,15.0,2009-05-16
1146,United States,Commercial,Communications,,1436.07,3138.0,Cape Canaveral,Orbital Sciences Corp.,15.0,15.0,2013-12-03
1147,United States,Commercial,Communications,,1436.2,5271.0,Cape Canaveral,Boeing Satellite Systems,15.0,15.0,2016-03-04
1148,China,Government,Space Science,,98.7,,Jiuquan Satellite Launch Center,Chinese Academy of Space Technology (CAST)/ DFH Satellite,3.0,3.0,2009-11-12
1149,China,Government,Technology Development,,98.7,,Jiuquan Satellite Launch Center,Chinese Academy of Space Technology (CAST/DFH Satellite,,,2011-07-29
1150,China,Government,Technology Development,,98.7,,Jiuquan Satellite Launch Center,Chinese Academy of Space Technology (CAST)/DFH Satellite,,,2011-07-06
1151,China,Government,Technology Development,,98.7,,Jiuquan Satellite Launch Center,Chinese Academy of Space Technology (CAST),,,2013-07-15
1152,China,Government,Technology Development,,98.69,,Jiuquan Satellite Launch Center,Chinese Academy of Space Technology (CAST),,,2014-03-31
1153,China,Government,Technology Development,,98.69,,Jiuquan Satellite Launch Center,Chinese Academy of Space Technology (CAST),,,2014-09-28
1154,China,Government,Technology Development,,98.6,,Jiuquan Satellite Launch Center,Chinese Academy of Space Technology (CAST),,,2014-10-27
1155,China,Government,Technology Development,,96.5,,Jiuquan Satellite Launch Center,Chinese Academy of Space Technology (CAST),,,2010-06-15
1156,China,Government,Technology Development,,98.08,,Taiyuan Launch Center,Chinese Academy of Space Technology (CAST),,,2013-07-19
1157,China,Government,Technology Development,,96.85,,Jiuquan Satellite Launch Center,Chinese Academy of Space Technology (CAST),,,2013-10-25
1158,China,Government,Technology Development,,96.81,,Jiuquan Satellite Launch Center,Chinese Academy of Space Technology (CAST),,,2016-06-29
1159,China,Government,Technology Development,,1435.8,3800.0,Wenchang Satellite Launch Center,Chinese Academy of Space Technology (CAST),,,2016-11-03
1160,China,Government,Space Science,,96.5,,Taiyuan Launch Center,Shanghai Academy of Space Flight Technology/Dongfanghong Satellite Co.,2.0,2.0,2004-09-08
1161,China,Government,Space Science,,96.5,,Taiyuan Launch Center,Shanghai Academy of Space Flight Technology/Dongfanghong Satellite Co.,2.0,2.0,2004-09-08
1162,China,Government,Space Science,,96.5,,Taiyuan Launch Center,Chinese Academy of Space Technology (CAST)/DFH Satellite,,,2006-10-23
1163,China,Government,Space Science,,96.6,,Taiyuan Launch Center,Chinese Academy of Space Technology (CAST)/DFH Satellite,,,2006-10-23
1164,China,Government,Space Science,,96.6,,Taiyuan Launch Center,Shanghai Academy of Space Flight Technology/Dongfanghong Satellite Co.,3.0,3.0,2008-10-25
1165,China,Government,Space Science,,96.5,,Taiyuan Launch Center,Shanghai Academy of Space Flight Technology/Dongfanghong Satellite Co.,3.0,3.0,2008-10-25
1166,China,Government,Earth Observation,,96.6,,Taiyuan Launch Center,Chinese Academy of Space Technology (CAST)/DFH Satellite,,,2010-10-06
1167,China,Government,Earth Observation,,96.6,,Taiyuan Launch Center,Chinese Academy of Space Technology (CAST)/DFH Satellite,,,2010-10-06
1168,China,Government,Space Science,,95.9,,Jiuquan Satellite Launch Center,Shanghai Academy of Space Flight Technology/Dongfanghong Satellite Co.,3.0,3.0,2005-07-05
1169,China,Government,Technology Development,,97.44,,Taiyuan Launch Center,Shanghai Academy of Space Flight Technology/Dongfanghong Satellite Co.,,,2012-10-14
1170,China,Government,Technology Development,,97.46,,Taiyuan Launch Center,Shanghai Academy of Space Flight Technology/Dongfanghong Satellite Co.,,,2012-10-14
1171,China,Government,Earth Observation,,96.6,204.0,Xichang Satellite Launch Center,Chinese Research Institute of Space Technology/Changchun Photomechanical Institute (CAS),,,2004-04-18
1172,China,Government,Earth Observation,,100.8,300.0,Jiuquan Satellite Launch Center,Harbin Institute of Technology,,,2008-11-05
1173,China,Government,Earth Observation,,100.7,300.0,Jiuquan Satellite Launch Center,CAST/DFH Satellite/HIT,,,2011-11-20
1174,China,Government,Earth Observation,,99.7,204.0,Jiuquan Satellite Launch Center,Chinese Academy of Space Technology (CAST),,,2013-11-25
1175,China,Military,Technology Development,,98.15,,Taiyuan Launch Center,Chinese Academy of Space Technology (CAST),,,2013-07-19
1176,Italy,Military,Communications,,1436.06,2596.0,Guiana Space Center,Alenia Spazio,10.0,12.0,2001-02-07
1177,Italy,Military/Commercial,Communications,,1436.52,3038.0,Sea Launch (Odyssey),Thales Alenia Space Italia,10.0,12.0,2009-04-20
1178,France/Italy,Military,Communications,,1436,4400.0,Guiana Space Center,Thales Alenia Space,15.0,15.0,2015-04-26
1179,Iran,Government,Communications,,98.6,170.0,Plesetsk Cosmodrome,Polyot,3.0,3.0,2005-10-27
1180,United States,Commercial,Technology Demonstration,,97.67,2.0,Cape Canaveral,SRI International,,,2015-10-08
1181,United States,Commercial,Technology Demonstration,,97.66,2.0,Cape Canaveral,SRI International,,,2015-10-08
1182,China,Commercial,Communications,,1436.1,5000.0,Xichang Satellite Launch Center,Chinese Academy of Space Technology (CAST),15.0,15.0,2010-09-04
1183,United States,Commercial,Communications,,1418.5,3727.0,Baikonur Cosmodrome,Space Systems/Loral,15.0,15.0,2000-06-30
1184,United States,Commercial,Communications,,1148.43,3792.0,Baikonur Cosmodrome,Space Systems/Loral,15.0,15.0,2000-09-05
1185,United States,Commercial,Communications,,994.83,3727.0,Baikonur Cosmodrome,Space Systems/Loral,15.0,15.0,2000-11-30
1186,Sweden,Commercial,Communications,,1436.1,4400.0,Baikonur Cosmodrome,Lockheed Martin Commercial Space Systems,15.0,15.0,2007-11-17
1187,United States,Commercial,Communications,,1436,5800.0,Baikonur Cosmodrome,Space Systems/Loral,15.0,15.0,2009-06-30
1188,United States,Commercial,Communications,,1436.16,6020.0,Baikonur Cosmodrome,Space Systems/Loral,15.0,15.0,2013-10-25
1189,United States,Commercial,Communications,,1436.12,5983.0,Baikonur Cosmodrome,Space Systems/Loral,15.0,15.0,2010-10-14
1190,Mexico,Commercial,Communications,,1436,3180.0,Guiana Space Center,Orbital ATK,18.0,18.0,2015-05-27
1191,Australia,Commercial,Communications,,1434.76,6440.0,Guiana Space Center,Space Systems/Loral,15.0,15.0,2015-09-30
1192,Australia,Commercial,Communications,,1436.1,6405.0,Guiana Space Center,Space Systems/Loral,15.0,15.0,2016-10-05
1193,United Kingdom,Military,Communications,,1436.07,1474.0,Guiana Space Center,Astrium,7.0,7.0,1990-08-30
1194,United Kingdom,Military,Communications,,1436.06,1510.0,Guiana Space Center,Astrium,7.0,7.0,1999-02-26
1195,United Kingdom,Military,Communications,,1436.15,1510.0,Guiana Space Center,Astrium,7.0,7.0,2001-02-07
1196,United Kingdom,Military,Communications,,1436.1,4700.0,Guiana Space Center,EADS Astrium,15.0,15.0,2007-03-11
1197,United Kingdom,Military,Communications,,1436.1,4635.0,Guiana Space Center,EADS Astrium,15.0,15.0,2007-11-14
1198,United Kingdom,Military,Communications,,1436.1,4600.0,Guiana Space Center,EADS Astrium,,,2008-06-12
1199,United Kingdom,Military,Communications,,1436.24,4638.0,Guiana Space Center,EADS Astrium,15.0,15.0,2012-12-19
1200,United States,Commercial,Earth Observation,Optical Imaging,96.34,,Dombarovsky Air Base,Skybox Imaging,,,2013-11-21
1201,United States,Commercial,Earth Observation,Optical Imaging,97.31,90.0,Baikonur Cosmodrome,Skybox Imaging,,,2014-07-08
1202,United States,Commercial,Earth Observation,Optical Imaging,94.78,110.0,Satish Dhawan Space Center,Space Systems/Loral,,,2016-06-22
1203,United States,Commercial,Earth Observation,Optical Imaging,94.64,110.0,Guiana Space Center,Space Systems/Loral,,,2016-09-16
1204,United States,Commercial,Earth Observation,Optical Imaging,94.64,110.0,Guiana Space Center,Space Systems/Loral,,,2016-09-16
1205,United States,Commercial,Earth Observation,Optical Imaging,94.64,110.0,Guiana Space Center,Space Systems/Loral,,,2016-09-16
1206,United States,Commercial,Earth Observation,Optical Imaging,94.65,110.0,Guiana Space Center,Space Systems/Loral,,,2016-09-16
1207,United States,Commercial,Communications,,1436.09,5360.0,Baikonur Cosmodrome,Boeing Satellite Systems,15.0,15.0,2010-11-14
1208,United States,Military,Communications,,240,,Vandenberg AFB,National Reconnaissance Laboratory,,,1996-05-12
1209,United States,Government,Earth Observation,Earth Science,98.21,,Vandenberg AFB,Jet Propulsion Laboratory (NASA),3.0,3.0,2015-01-31
1210,United States,Military,Technology Development,,97.5,5.0,Vandenberg AFB,Miltec,,,2012-09-13
1211,United States,Military,Technology Development,,97.4,3.0,Vandenberg AFB,Miltec,,,2012-09-13
1212,United States,Military,Technology Development,,98,5.0,Vandenberg AFB,Miltec,,,2013-12-06
1213,United States,Military,Technology Development,,98,5.0,Vandenberg AFB,Miltec,,,2013-12-06
1214,ESA,Government,Earth Observation,Earth Science,100,658.0,Plesetsk Cosmodrome,Thales Alenia Space,3.0,3.0,2009-11-02
1215,United States,Military,Technology Development,,97.68,5.0,Cape Canaveral,US Army Space and Missile Defense Command,,,2015-10-08
1216,United States,Military,Technology Development,,97.69,5.0,Cape Canaveral,US Army Space and Missile Defense Command,,,2015-10-08
1217,United States,Military,Technology Development,,97.67,5.0,Cape Canaveral,US Army Space and Missile Defense Command,,,2015-10-08
1218,United States,Military,Communications,,98,,Vandenberg AFB,Naval Post-Graduate School,,,2013-12-06
1219,Japan,Commercial,Technology Development,,97.17,48.0,Tanegashima Space Center,"Advanced Engineering Services Company, Ltd.",,,2014-05-24
1220,Japan,Civil,Technology Development,,98,50.0,Tanegashima Space Center,Space Oriented Higashiosaka Leading Association,,,2009-01-23
1221,United States,Government/Civil,Space Science,,97,315.0,Cape Canaveral,Orbital Sciences Corp.,6.0,6.0,2003-01-25
1222,United States,Commercial,Communications,,1436.1,6100.0,Guiana Space Center,Boeing Satellite Systems,12.0,12.0,2007-08-14
1223,United States,Commercial,Communications,,1436.1,5993.0,Sea Launch (Odyssey),Boeing Satellite Systems,12.6,12.6,2005-04-26
1224,United States,Commercial,Communications,,1436.1,5993.0,Guiana Space Center,Boeing Satellite Systems,12.6,12.6,2005-11-16
1225,Spain,Military,Communications,,1436.1,3680.0,Guiana Space Center,Space Systems/Loral,,,2006-03-11
1226,China,Government,Earth Observation,Hyperspectral Imaging,98.94,50.0,Jiuquan Satellite Launch Center,Shanghai Engineering Center for Microsatellites,,,2016-12-21
1227,China,Government,Earth Observation,Hyperspectral Imaging,98.96,50.0,Jiuquan Satellite Launch Center,Shanghai Engineering Center for Microsatellites,,,2016-12-21
1228,Multinational,Government,Space Science,,8 days,3660.0,Baikonur Cosmodrome,Lavochkin,5.0,5.0,2011-07-18
1229,United States,Military,Technology Development,,92.81,50.0,International Space Station,U.S. Naval Research Laboratory,,,2014-11-28
1230,France,Military,Technology Development,Infrared Imaging,547,117.0,Guiana Space Center,EADS Astrium,,,2009-02-11
1231,France,Military,Technology Development,Infrared Imaging,314,117.0,Guiana Space Center,EADS Astrium,,,2009-02-11
1232,France/Belgium/Sweden,Commercial,Earth Observation,Optical Imaging,98.73,720.0,Satish Dhawan Space Center,EADS Astrium,10.0,10.0,2012-09-09
1233,France/Belgium/Sweden,Commercial,Earth Observation,Optical Imaging,97.77,714.0,Satish Dhawan Space Center,Airbus Defense and Space,10.0,10.0,2014-06-30
1234,Japan,Civil,Technology Development,,97.13,7.0,Tanegashima Space Center,Nihon University,,,2014-05-24
1235,India,Civil,Technology Development,,102.1,11.0,Satish Dhawan Space Center,SRM University,1.0,1.0,2011-10-12
1236,Chile,Government/Military,Earth Observation,Optical Imaging,97.2,117.0,Guiana Space Center,Astrium,,,2011-12-17
1237,Singapore/Taiwan,Commercial,Communications,,1436.12,5090.0,Guiana Space Center,Mitsubishi Electric Corporation,15.0,15.0,2011-05-20
1238,Brazil,Commercial,Communications,,1436,4100.0,Guiana Space Center,Thales Alenia Space,15.0,15.0,2007-11-14
1239,Brazil,Commercial,Communications,,1436.1,4100.0,Guiana Space Center,Thales Alenia Space,,,2008-04-18
1240,Brazil,Commercial,Communications,,1437.78,3225.0,Guiana Space Center,Orbital Sciences Corp.,15.0,15.0,2012-11-10
1241,Brazil,Commercial,Communications,,1436.1,5634.0,Guiana Space Center,Space Systems/Loral,15.0,15.0,2015-07-15
1242,Brazil,Commercial,Communications,,1434.7,6433.0,Guiana Space Center,Space Systems/Loral,15.0,15.0,2016-12-21
1243,United States,Military,Space Science,,94.6,3.0,Wallops Island Flight Facility,Lawrence Livermore National Laboratory,,,2013-11-19
1244,Japan,Civil,Technology Development,,97.88,7.0,Tanegashima Space Center,Kagawa University,,,2009-01-23
1245,Japan,Civil,Technology Development,,92.62,,International Space Station,Shizuoka University,,,2016-12-19
1246,United States,Military,Technology Development,,97.73,180.0,Kodiak Launch Complex,Ball Aerospace,1.0,1.0,2010-11-20
1247,United States,Military,Technology Development,,94.66,137.0,Wallops Island Flight Facility,Ball Aerospace,3.0,3.0,2013-11-19
1248,United Kingdom,Commercial,Technology Development,,100.4,4.0,Satish Dhawan Space Center,Surrey Satellite Technology Limited (SSTL),,,2013-02-25
1249,Russia,Military,Communications,,114.2,225.0,Plesetsk Cosmodrome,NPO/PM - Scientific Research Institute for Precision Instruments (NII-TP),3.0,3.0,2001-12-27
1250,Russia,Military,Communications,,114.2,225.0,Plesetsk Cosmodrome,NPO/PM - Scientific Research Institute for Precision Instruments (NII-TP),3.0,3.0,2001-12-27
1251,Russia,Military,Communications,,115.7,225.0,Plesetsk Cosmodrome,NPO/PM - Scientific Research Institute for Precision Instruments (NII-TP),3.0,3.0,2002-07-08
1252,Russia,Military,Communications,,115.7,225.0,Plesetsk Cosmodrome,NPO/PM - Scientific Research Institute for Precision Instruments (NII-TP),3.0,3.0,2002-07-08
1253,Russia,Military,Communications,,115.7,225.0,Plesetsk Cosmodrome,NPO/PM - Scientific Research Institute for Precision Instruments (NII-TP),3.0,3.0,2003-08-19
1254,Russia,Military,Communications,,115.6,225.0,Plesetsk Cosmodrome,NPO/PM - Scientific Research Institute for Precision Instruments (NII-TP),3.0,3.0,2003-08-19
1255,Russia,Military,Communications,,115.5,225.0,Plesetsk Cosmodrome,NPO/PM - Scientific Research Institute for Precision Instruments (NII-TP),3.0,3.0,2004-09-23
1256,Russia,Military,Communications,,115.6,225.0,Plesetsk Cosmodrome,NPO/PM - Scientific Research Institute for Precision Instruments (NII-TP),3.0,3.0,2004-09-23
1257,South Korea,Government,Technology Development,,102.77,93.0,Naro Space Center,Korea Advanced Institute of Science and Technology (KAIST),2.0,2.0,2013-01-30
1258,South Korea,Government,Technology Development,,96.88,150.0,Dombarovsky Air Base,Korea Advanced Institute of Science and Technology (KAIST),2.0,2.0,2013-11-21
1259,United States,Military,Technology Development,,102.41,,Vandenberg AFB,Northrop Grumman,,,2009-05-05
1260,United States,Military,Technology Development,,112.68,2240.0,Cape Canaveral,Northrop Grumman,2.0,4.0,2009-09-25
1261,United States,Military,Technology Development,,112.58,2240.0,Cape Canaveral,Northrop Grumman,2.0,4.0,2009-09-25
1262,Japan,Commercial,Communications,,1436.1,5000.0,Guiana Space Center,Mitsubishi Electric Corporation,15.0,15.0,2008-08-14
1263,Japan,Commercial,Communications,,1436.09,4051.0,Guiana Space Center,Boeing Satellite Systems,10.0,10.0,2000-02-18
1264,China,Commercial,Earth Observation,Optical Imaging,95.1,560.0,Taiyuan Launch Center,China Aerospace Science and Technology Corp.,8.0,8.0,2016-12-28
1265,China,Commercial,Earth Observation,Optical Imaging,95.1,560.0,Taiyuan Launch Center,China Aerospace Science and Technology Corp.,8.0,8.0,2016-12-28
1266,ESA,Government,Earth Observation,Earth Science,93.9,468.0,Plesetsk Cosmodrome,Astrium,4.0,4.0,2013-11-22
1267,ESA,Government,Earth Observation,Earth Science,93.9,468.0,Plesetsk Cosmodrome,Astrium,4.0,4.0,2013-11-22
1268,ESA,Government,Earth Observation,Earth Science,94,468.0,Plesetsk Cosmodrome,Astrium,4.0,4.0,2013-11-22
1269,India,Civil,Technology Development,,94.7,1.0,Satish Dhawan Space Center,"College of Engineering, Pune",,,2016-06-22
1270,USA/United Kingdom/Italy,Government/Civil,Space Science,,96.3,1463.0,Cape Canaveral,Spectrum Astro (General Dynamics),7.0,7.0,2004-11-20
1271,Switzerland,Civil,Technology Development,,99.1,1.0,Satish Dhawan Space Center,Ecole Polytechnique Federale de Lausanne (EPFL),0.25,1.0,2009-09-23
1272,France,Military,Communications,,1436.06,3725.0,Guiana Space Center,Alcatel Alenia Space,12.0,12.0,2005-10-13
1273,France,Military,Communications,,1436.09,3750.0,Guiana Space Center,Alcatel Alenia Space,12.0,12.0,2006-08-11
1274,United States,Military,Technology Development,,235.16,450.0,Kodiak Launch Complex,Naval Research Laboratory/Johns Hopkins University Applied Physics Laboratory,,,2011-09-27
1275,United States,Military,Technology Development,,98,,Vandenberg AFB,Air Force Research Laboratory (AFRL),,,2013-12-05
1276,Germany,Government,Earth Observation,Radar Imaging,94.8,1350.0,Baikonur Cosmodrome,EADS Astrium,5.0,5.0,2010-06-21
1277,ESA,Government,Space Science,,"3,442.00",1200.0,Baikonur Cosmodrome,Dornier Systems (Astrium) and 35 subcontractors,4.0,4.0,2000-08-09
1278,China,Government,Earth Observation,Earth Science,98.86,620.0,Jiuquan Satellite Launch Center,Shanghai Engineering Center for Microsatellites,3.0,3.0,2016-12-21
1279,United States,Government,Communications,,1436.04,3180.0,Cape Canaveral,Boeing Satellite Systems,11.0,11.0,2002-12-04
1280,United States,Government,Communications,,1436.18,3454.0,Cape Canaveral,Boeing Satellite Systems,15.0,15.0,2013-01-31
1281,United States,Government,Communications,,1435.88,3454.0,Cape Canaveral,Boeing Satellite Systems,15.0,15.0,2014-01-23
1282,United States,Government,Communications,,1436.06,3180.0,Cape Canaveral,TRW Defense and Space Systems Group,10.0,10.0,1988-09-29
1283,United States,Government/Commercial,Communications,,1436.99,3180.0,Cape Canaveral,TRW Defense and Space Systems Group,10.0,10.0,1991-08-02
1284,United States,Government/Commercial,Communications,,1435.7,3180.0,Cape Canaveral,TRW Defense and Space Systems Group,10.0,10.0,1993-01-13
1285,United States,Government,Communications,,1436.04,3180.0,Cape Canaveral,TRW Defense and Space Systems Group,10.0,10.0,1995-07-13
1286,United States,Government,Communications,,1436.2,3180.0,Cape Canaveral,Boeing Satellite Systems,11.0,11.0,2000-06-30
1287,United States,Government,Communications,,1436.11,3180.0,Cape Canaveral,Boeing Satellite Systems,11.0,11.0,2002-03-08
1288,United Kingdom,Government,Technology Development,,97.27,150.0,Baikonur Cosmodrome,Surrey Satellite Technology Ltd. (SSTL),,,2014-07-08
1289,Israel,Military,Earth Observation,Radar Imaging,94.5,300.0,Satish Dhawan Space Center,Israel Aerospace Industries (IAI),,,2008-01-21
1290,Singapore,Commercial,Earth Observation,Optical Imaging,95.5,400.0,Satish Dhawan Space Center,ST Electronics Ltd.,5.0,5.0,2015-12-16
1291,Indonesia,Commercial,Communications,,1436.13,2763.0,Guiana Space Center,Lockheed Martin Missiles and Space,15.0,15.0,1999-08-12
1292,Indonesia,Commercial,Communications,,1436.1,1930.0,Guiana Space Center,Orbital Sciences Corp.,15.0,15.0,2005-11-16
1293,Canada,Commercial,Communications,,1436.13,4010.0,Sea Launch (Odyssey),Space Systems/Loral,15.0,15.0,2009-02-26
1294,Multinational,Commercial,Communications,,1436.09,3878.0,Guiana Space Center,Space Systems/Loral,13.0,13.0,1999-10-19
1295,Canada,Commercial,Communications,,1436.1,4900.0,Tanegashima Space Center,Airbus Defense and Space,15.0,15.0,2015-11-24
1296,Canada,Commercial,Communications,,1436.1,4970.0,Baikonur Cosmodrome,Space Systems/Loral,15.0,15.0,2011-05-20
1297,Multinational,Commercial,Communications,,1436.1,4640.0,Sea Launch (Odyssey),Space Systems/Loral,13.0,13.0,2004-06-29
1298,Germany,Government/Commercial,Earth Observation,Radar Imaging,94.8,1230.0,Baikonur Cosmodrome,EADS Astrium,5.0,5.0,2007-06-15
1299,United States,Commercial,Communications,,1436.11,6910.0,Guiana Space Center,Space Systems/Loral,15.0,15.0,2009-07-01
1300,Germany,Commercial,Technology Development,,94.7,120.0,Baikonur Cosmodrome,Kayser-Threde GmbH,1.0,1.0,2012-07-22
1301,Thailand,Commercial,Communications,,1436.1,6505.0,Guiana Space Center,Space Systems/Loral,12.0,12.0,2005-08-11
1302,Thailand,Commercial,Communications,,1436.1,2800.0,Guiana Space Center,Alcatel Alenia Space,12.0,12.0,2006-05-27
1303,Thailand,Commercial,Communications,,1436.3,3325.0,Cape Canaveral,Orbital Sciences Corp.,15.0,15.0,2014-01-06
1304,Thailand,Commercial,Communications,,1440.09,3025.0,Cape Canaveral,Orbital ATK,15.0,15.0,2016-05-27
1305,Multinational,Government/Civil,Space Science,,1868.98,126.0,Cape Canaveral,Swales Aerospace,2.0,2.0,2007-02-17
1306,Multinational,Government/Civil,Space Science,,1867.91,126.0,Cape Canaveral,Swales Aerospace,2.0,2.0,2007-02-17
1307,Multinational,Government/Civil,Space Science,,1875.53,126.0,Cape Canaveral,Swales Aerospace,2.0,2.0,2007-02-17
1308,Thailand,Government,Earth Observation,Optical Imaging,101.4,750.0,Dombarovsky Air Base,EADS Astrium,5.0,5.0,2008-10-01
1309,Norway,Commercial,Communications,,1436.07,1400.0,Cape Canaveral,Boeing Satellite Systems,12.0,12.0,1998-06-10
1310,Norway,Commercial,Communications,,1436.1,2024.0,Baikonur Cosmodrome,Orbital Sciences Corp.,15.0,15.0,2008-02-11
1311,Norway,Commercial,Communications,,1436.1,3050.0,Guiana Space Center,Thales Alenia Space,15.0,15.0,2009-10-29
1312,Norway,Commercial,Communications,,1433.4,4600.0,Guiana Space Center,Space Systems/Loral,15.0,15.0,2015-04-26
1313,United Arab Emirates,Commercial,Communications,,1436.07,5250.0,Sea Launch (Odyssey),Hughes Space and Communications Group,12.0,12.0,2003-06-10
1314,United Arab Emirates,Commercial,Communications,,1436.1,5180.0,Sea Launch (Odyssey),Boeing Satellite Systems,12.0,12.0,2008-01-15
1315,China,Government,Technology Development,,91.8,8506.0,Jiuquan Satellite Launch Center,Chinese Academy of Space Technology (CAST),2.0,2.0,2011-09-29
1316,China,Government,Earth Observation,Optical Imaging,94.5,2500.0,Jiuquan Satellite Launch Center,DFH Satellite Co. Ltd.,,,2010-08-24
1317,China,Government,Earth Observation,Optical Imaging,94.5,2500.0,Jiuquan Satellite Launch Center,DFH Satellite Co. Ltd.,,,2012-05-06
1318,China,Government,Earth Observation,Optical Imaging,94.5,2500.0,Jiuquan Satellite Launch Center,DFH Satellite Co. Ltd.,,,2015-10-26
1319,China,Government,Communications,,1436.08,3750.0,Xichang Satellite Launch Center,Chinese Academy of Space Technology (CAST),,,2008-04-25
