date,country,users,purpose,detailed_purpose,period,mass,launch,lifetime,site,contractor,min_lifetime,max_lifetime,date
1999-10-18,USA,Commercial,Communications,,114.1,450,10/18/99,10 yrs.,Baikonur Cosmodrome,Space Systems/Loral,10.0,10.0,1999-10-18
1999-10-18,USA,Commercial,Communications,,114.1,450,10/18/99,10 yrs.,Baikonur Cosmodrome,Space Systems/Loral,10.0,10.0,1999-10-18
2000-02-08,USA,Commercial,Communications,,114.1,450,2/8/00,10 yrs.,Cape Canaveral,Space Systems/Loral,10.0,10.0,2000-02-08
2007-05-29,USA,Commercial,Communications,,114.1,450,5/29/07,10 yrs.,Baikonur Cosmodrome,Space Systems/Loral/Alenia Aerospazio,10.0,10.0,2007-05-29
2007-10-20,USA,Commercial,Communications,,114.1,450,10/20/07,10 yrs.,Baikonur Cosmodrome,Space Systems/Loral/Alenia Aerospazio,10.0,10.0,2007-10-20
2007-10-20,USA,Commercial,Communications,,114.1,450,10/20/07,10 yrs.,Baikonur Cosmodrome,Space Systems/Loral/Alenia Aerospazio,10.0,10.0,2007-10-20
2007-10-20,USA,Commercial,Communications,,114,450,10/20/07,10 yrs.,Baikonur Cosmodrome,Space Systems/Loral/Alenia Aerospazio,10.0,10.0,2007-10-20
2007-05-29,USA,Commercial,Communications,,114.1,450,5/29/07,10 yrs.,Baikonur Cosmodrome,Space Systems/Loral/Alenia Aerospazio,10.0,10.0,2007-05-29
2007-10-20,USA,Commercial,Communications,,114.1,450,10/20/07,10 yrs.,Baikonur Cosmodrome,Space Systems/Loral/Alenia Aerospazio,10.0,10.0,2007-10-20
2007-05-29,USA,Commercial,Communications,,114.1,450,5/29/07,10 yrs.,Baikonur Cosmodrome,Space Systems/Loral/Alenia Aerospazio,10.0,10.0,2007-05-29
2007-05-29,USA,Commercial,Communications,,114.1,450,5/29/07,10 yrs.,Baikonur Cosmodrome,Space Systems/Loral/Alenia Aerospazio,10.0,10.0,2007-05-29
2010-10-19,USA,Commercial,Communications,,114.1,700,10/19/10,15 yrs.,Baikonur Cosmodrome,Thales Alenia Space,15.0,15.0,2010-10-19
2010-10-19,USA,Commercial,Communications,,114.1,700,10/19/10,15 yrs.,Baikonur Cosmodrome,Thales Alenia Space,15.0,15.0,2010-10-19
2010-10-19,USA,Commercial,Communications,,114.1,700,10/19/10,15 yrs.,Baikonur Cosmodrome,Thales Alenia Space,15.0,15.0,2010-10-19
2010-10-19,USA,Commercial,Communications,,114.1,700,10/19/10,15 yrs.,Baikonur Cosmodrome,Thales Alenia Space,15.0,15.0,2010-10-19
2010-10-19,USA,Commercial,Communications,,114.1,700,10/19/10,15 yrs.,Baikonur Cosmodrome,Thales Alenia Space,15.0,15.0,2010-10-19
2013-02-06,USA,Commercial,Communications,,114.08,700,2/6/13,15 yrs.,Baikonur Cosmodrome,Thales Alenia Space,15.0,15.0,2013-02-06
2010-10-19,USA,Commercial,Communications,,114.1,700,10/19/10,15 yrs.,Baikonur Cosmodrome,Thales Alenia Space,15.0,15.0,2010-10-19
2011-12-28,USA,Commercial,Communications,,114.1,700,12/28/11,15 yrs.,Baikonur Cosmodrome,Thales Alenia Space,15.0,15.0,2011-12-28
2011-07-13,USA,Commercial,Communications,,114.1,700,7/13/11,15 yrs.,Baikonur Cosmodrome,Thales Alenia Space,15.0,15.0,2011-07-13
2011-12-28,USA,Commercial,Communications,,114.1,700,12/28/11,15 yrs.,Baikonur Cosmodrome,Thales Alenia Space,15.0,15.0,2011-12-28
2011-07-13,USA,Commercial,Communications,,114.1,700,7/13/11,15 yrs.,Baikonur Cosmodrome,Thales Alenia Space,15.0,15.0,2011-07-13
2011-12-28,USA,Commercial,Communications,,114.1,700,12/28/11,15 yrs.,Baikonur Cosmodrome,Thales Alenia Space,15.0,15.0,2011-12-28
2011-07-13,USA,Commercial,Communications,,114.1,700,7/13/11,15 yrs.,Baikonur Cosmodrome,Thales Alenia Space,15.0,15.0,2011-07-13
2011-12-28,USA,Commercial,Communications,,114.1,700,12/28/11,15 yrs.,Baikonur Cosmodrome,Thales Alenia Space,15.0,15.0,2011-12-28
2011-07-13,USA,Commercial,Communications,,114.1,700,7/13/11,15 yrs.,Baikonur Cosmodrome,Thales Alenia Space,15.0,15.0,2011-07-13
2011-07-13,USA,Commercial,Communications,,118.2,700,7/13/11,15 yrs.,Baikonur Cosmodrome,Thales Alenia Space,15.0,15.0,2011-07-13
2011-12-28,USA,Commercial,Communications,,114.1,700,12/28/11,15  yrs.,Baikonur Cosmodrome,Thales Alenia Space,15.0,15.0,2011-12-28
2011-07-13,USA,Commercial,Communications,,114.1,700,7/13/11,15 yrs.,Baikonur Cosmodrome,Thales Alenia Space,15.0,15.0,2011-07-13
2011-12-28,USA,Commercial,Communications,,114.1,700,12/28/11,15 yrs.,Baikonur Cosmodrome,Thales Alenia Space,15.0,15.0,2011-12-28
2013-02-06,USA,Commercial,Communications,,113.35,700,2/6/13,15 yrs.,Baikonur Cosmodrome,Thales Alenia Space,15.0,15.0,2013-02-06
2013-02-06,USA,Commercial,Communications,,103.44,700,2/6/13,15 yrs.,Baikonur Cosmodrome,Thales Alenia Space,15.0,15.0,2013-02-06
2013-02-06,USA,Commercial,Communications,,114.08,700,2/6/13,15 yrs.,Baikonur Cosmodrome,Thales Alenia Space,15.0,15.0,2013-02-06
2013-02-06,USA,Commercial,Communications,,103.48,700,2/6/13,15 yrs.,Baikonur Cosmodrome,Thales Alenia Space,15.0,15.0,2013-02-06
2013-02-06,USA,Commercial,Communications,,113.96,700,2/6/13,15 yrs.,Baikonur Cosmodrome,Thales Alenia Space,15.0,15.0,2013-02-06
2011-02-26,Russia,Military/Commercial,Navigation/Global Positioning,,675.78,935,2/26/11,10 yrs.,Plesetsk Cosmodrome,ISS Reshetnev,10.0,10.0,2011-02-26
2014-12-01,Russia,Military/Commercial,Navigation/Global Positioning,,676.15,935,12/1/14,10 yrs.,Plesetsk Cosmodrome,ISS Reshetnev,10.0,10.0,2014-12-01
2005-12-25,Russia,Military/Commercial,Navigation/Global Positioning,,675.39,"1,480",12/25/05,7 yrs.,Baikonur Cosmodrome,ISS Reshetnev,7.0,7.0,2005-12-25
2006-12-25,Russia,Military/Commercial,Navigation/Global Positioning,,675.75,"1,480",12/25/06,7 yrs.,Baikonur Cosmodrome,ISS Reshetnev,7.0,7.0,2006-12-25
2006-12-25,Russia,Military/Commercial,Navigation/Global Positioning,,675.75,"1,480",12/25/06,7 yrs.,Baikonur Cosmodrome,ISS Reshetnev,7.0,7.0,2006-12-25
2006-12-25,Russia,Military/Commercial,Navigation/Global Positioning,,675.75,"1,480",12/25/06,7 yrs.,Baikonur Cosmodrome,ISS Reshetnev,7.0,7.0,2006-12-25
2007-10-26,Russia,Military/Commercial,Navigation/Global Positioning,,675.83,"1,480",10/26/07,7 yrs.,Baikonur Cosmodrome,ISS Reshetnev,7.0,7.0,2007-10-26
2007-10-26,Russia,Military/Commercial,Navigation/Global Positioning,,675.67,"1,480",10/26/07,7 yrs.,Baikonur Cosmodrome,ISS Reshetnev,7.0,7.0,2007-10-26
2007-12-25,Russia,Military/Commercial,Navigation/Global Positioning,,680.91,"1,480",12/25/07,7 yrs.,Baikonur Cosmodrome,ISS Reshetnev,7.0,7.0,2007-12-25
2007-12-25,Russia,Military/Commercial,Navigation/Global Positioning,,680.75,"1,480",12/25/07,7 yrs.,Baikonur Cosmodrome,ISS Reshetnev,7.0,7.0,2007-12-25
2009-12-14,Russia,Military/Commercial,Navigation/Global Positioning,,681.53,"1,415",12/14/09,7 yrs.,Baikonur Cosmodrome,ISS Reshetnev,7.0,7.0,2009-12-14
2010-03-01,Russia,Military/Commercial,Navigation/Global Positioning,,675.85,"1,415",3/1/10,7 yrs.,Baikonur Cosmodrome,ISS Reshetnev,7.0,7.0,2010-03-01
2010-03-01,Russia,Military/Commercial,Navigation/Global Positioning,,675.81,"1,415",3/1/10,7 yrs.,Baikonur Cosmodrome,ISS Reshetnev,7.0,7.0,2010-03-01
2009-12-14,Russia,Military/Commercial,Navigation/Global Positioning,,670.47,"1,415",12/14/09,7 yrs.,Baikonur Cosmodrome,ISS Reshetnev,7.0,7.0,2009-12-14
2009-12-14,Russia,Military/Commercial,Navigation/Global Positioning,,675.08,"1,415",12/14/09,7 yrs.,Baikonur Cosmodrome,ISS Reshetnev,7.0,7.0,2009-12-14
2010-03-01,Russia,Military/Commercial,Navigation/Global Positioning,,675.81,"1,415",3/1/10,7 yrs.,Baikonur Cosmodrome,ISS Reshetnev,7.0,7.0,2010-03-01
2010-09-02,Russia,Military/Commercial,Navigation/Global Positioning,,671.2,"1,415",9/2/10,7 yrs.,Baikonur Cosmodrome,ISS Reshetnev,7.0,7.0,2010-09-02
2010-09-02,Russia,Military/Commercial,Navigation/Global Positioning,,680.43,"1,415",9/2/10,7 yrs.,Baikonur Cosmodrome,ISS Reshetnev,7.0,7.0,2010-09-02
2011-10-02,Russia,Military/Commercial,Navigation/Global Positioning,,676.2,"1,415",10/2/11,7 yrs.,Plesetsk Cosmodrome,ISS Reshetnev,7.0,7.0,2011-10-02
2011-11-04,Russia,Military/Commercial,Navigation/Global Positioning,,677.46,"1,415",11/4/11,7 yrs.,Baikonur Cosmodrome,ISS Reshetnev,7.0,7.0,2011-11-04
2011-11-04,Russia,Military/Commercial,Navigation/Global Positioning,,677.5,"1,415",11/4/11,7 yrs.,Baikonur Cosmodrome,ISS Reshetnev,7.0,7.0,2011-11-04
2011-11-04,Russia,Military/Commercial,Navigation/Global Positioning,,677.54,"1,415",11/4/11,7 yrs.,Baikonur Cosmodrome,ISS Reshetnev,7.0,7.0,2011-11-04
2013-04-26,Russia,Military/Commercial,Navigation/Global Positioning,,675.73,"1,415",4/26/13,7 yrs.,Plesetsk Cosmodrome,ISS Reshetnev,7.0,7.0,2013-04-26
2016-02-07,Russia,Military/Commercial,Navigation/Global Positioning,,675.75,"1,415",2/7/16,7 yrs.,Plesetsk Cosmodrome,ISS Reshetnev,7.0,7.0,2016-02-07
2016-05-29,Russia,Military/Commercial,Navigation/Global Positioning,,675.49,"1,415",5/29/16,7 yrs.,Plesetsk Cosmodrome,ISS Reshetnev,7.0,7.0,2016-05-29
2014-03-23,Russia,Military/Commercial,Navigation/Global Positioning,,675.74,"1,415",3/23/14,7 yrs.,Plesetsk Cosmodrome,ISS Reshetnev,7.0,7.0,2014-03-23
2014-06-14,Russia,Military/Commercial,Navigation/Global Positioning,,675.73,"1,415",6/14/14,7 yrs.,Plesetsk Cosmodrome,ISS Reshetnev,7.0,7.0,2014-06-14
2006-05-24,USA,Government,Earth Observation,Earth Science/Meterology,1436,"3,200",5/24/06,7 yrs.,Cape Canaveral,Boeing Satellite Systems,7.0,7.0,2006-05-24
2009-06-27,USA,Government,Earth Observation,Earth Science/Meterology,1436,"3,200",6/27/09,10 yrs.,Cape Canaveral,Boeing Satellite Systems,10.0,10.0,2009-06-27
2010-03-04,USA,Government,Earth Observation,Earth Science/Meterology,1436.14,"3,175",3/4/10,10 yrs.,Cape Canaveral,Boeing Satellite Systems,10.0,10.0,2010-03-04
2016-11-19,USA,Government,Earth Observation,Earth Science/Meterology,1436.1,"5,192",11/19/16,20 yrs.,Cape Canaveral,Lockheed Martin Missiles and Space,20.0,20.0,2016-11-19
2016-12-05,Turkey,Military,Earth Observation,Optical Imaging,98.42,"1,060",12/5/16,7 yrs.,Guiana Space Center,Thales Alenia Space,7.0,7.0,2016-12-05
2012-12-18,Turkey,Military,Earth Observation,Optical Imaging,98.35,409,12/18/12,5 yrs.,Jiuquan Satellite Launch Center,TUBITAK Space Technologies Research Institute/Turkish Aerospace Industries,5.0,5.0,2012-12-18
1996-02-19,Russia,Commercial/Government,Communications,,114,240,2/19/96,3 yrs.,Plesetsk Cosmodrome,NPO PM,3.0,3.0,1996-02-19
2012-07-28,Russia,Commercial/Government,Communications,,115.9,270,7/28/12,5-7 yrs.,Plesetsk Cosmodrome,M.F. Reshetnev Information Satellite Systems,5.0,7.0,2012-07-28
2012-07-28,Russia,Commercial/Government,Communications,,115.9,270,7/28/12,5-7 yrs.,Plesetsk Cosmodrome,M.F. Reshetnev Information Satellite Systems,5.0,7.0,2012-07-28
2010-09-08,Russia,Commercial/Government,Communications,,116.1,270,9/8/10,5-7 yrs.,Plesetsk Cosmodrome,M.F. Reshetnev Information Satellite Systems,5.0,7.0,2010-09-08
2015-03-31,Russia,Commercial/Government,Communications,,116,280,3/31/15,5-7 yrs.,Plesetsk Cosmodrome,M.F. Reshetnev Information Satellite Systems,5.0,7.0,2015-03-31
2015-03-31,Russia,Commercial/Government,Communications,,116,280,3/31/15,5-7 yrs.,Plesetsk Cosmodrome,M.F. Reshetnev Information Satellite Systems,5.0,7.0,2015-03-31
2015-03-31,Russia,Commercial/Government,Communications,,116,280,3/31/15,5-7 yrs.,Plesetsk Cosmodrome,M.F. Reshetnev Information Satellite Systems,5.0,7.0,2015-03-31
2013-09-11,Russia,Commercial/Government,Communications,,115.86,270,9/11/13,5-7 yrs.,Plesetsk Cosmodrome,M.F. Reshetnev Information Satellite Systems,5.0,7.0,2013-09-11
2013-09-11,Russia,Commercial/Government,Communications,,116,270,9/11/13,5-7 yrs.,Plesetsk Cosmodrome,M.F. Reshetnev Information Satellite Systems,5.0,7.0,2013-09-11
2013-09-11,Russia,Commercial/Government,Communications,,116.02,270,9/11/13,5-7 yrs.,Plesetsk Cosmodrome,M.F. Reshetnev Information Satellite Systems,5.0,7.0,2013-09-11
2014-07-03,Russia,Commercial/Government,Communications,,115.87,280,7/3/14,5-7 yrs.,Plesetsk Cosmodrome,M.F. Reshetnev Information Satellite Systems,5.0,7.0,2014-07-03
2014-07-03,Russia,Commercial/Government,Communications,,115.89,280,7/3/14,5-7 yrs.,Plesetsk Cosmodrome,M.F. Reshetnev Information Satellite Systems,5.0,7.0,2014-07-03
2014-07-03,Russia,Commercial/Government,Communications,,115.84,280,7/3/14,5-7 yrs.,Plesetsk Cosmodrome,M.F. Reshetnev Information Satellite Systems,5.0,7.0,2014-07-03
2014-02-27,USA/Japan,Government,Earth Observation,Earth Science,92.57,"3,850",2/27/14,,Tanegashima Space Center,NASA/Goddard Space Flight Center,,,2014-02-27
2002-03-17,Germany/USA,Civil,Earth Observation,Earth Science,93.4,480,3/17/02,5 yrs.,Plesetsk Cosmodrome,Jet Propulsion Laboratory (NASA)/Space Systems/Loral/Astrium GmBH,5.0,5.0,2002-03-17
2002-03-17,Germany/USA,Civil,Earth Observation,Earth Science,93.4,480,3/17/02,5 yrs.,Plesetsk Cosmodrome,Jet Propulsion Laboratory (NASA)/Space Systems/Loral/Astrium GmBH,5.0,5.0,2002-03-17
2009-01-23,Japan,Civil,Earth Observation,Earth Science,98.1,"1,750",1/23/09,5 yrs.,Tanegashima Space Center,Mitsubishi Electric,5.0,5.0,2009-01-23
2015-01-31,USA,Government/Civil,Technology Development,,95.5,4,1/31/15,,Vandenberg AFB,"Michigan Exploration Laboratory, University of Michigan",,,2015-01-31
2012-09-28,India,Government,Communications,,1436.07,"3,400",9/28/12,15 yrs.,Guiana Space Center,Indian Space Research Organization (ISRO),15.0,15.0,2012-09-28
2011-07-15,India,Government,Communications,,1436.1,"1,410",7/15/11,8 yrs.,Satish Dhawan Space Center,Indian Space Research Organization (ISRO),8.0,8.0,2011-07-15
2014-01-05,India,Government,Communications,,1436.1,"1,982",1/5/14,12 yrs.,Satish Dhawan Space Center,Indian Space Research Organization (ISRO),12.0,12.0,2014-01-05
2015-01-10,India,Government,Communications,,1436.1,"3,164",1/10/15,12 yrs.,Guiana Space Center,Indian Space Research Organization (ISRO),12.0,12.0,2015-01-10
2014-12-06,India,Government,Communications,,1436.1,"3,181",12/6/14,15 yrs.,Guiana Space Center,Indian Space Research Organization (ISRO),15.0,15.0,2014-12-06
2016-10-05,India,Government,Communications,,1436.1,"3,404",10/5/16,15 yrs.,Guiana Space Center,Indian Space Research Organization (ISRO),15.0,15.0,2016-10-05
2003-05-08,India,Government,Communications/Technology Development,,1436.07,"1,825",5/8/03,3-5 yrs.,Satish Dhawan Space Center,Indian Space Research Organization (ISRO),3.0,5.0,2003-05-08
2015-08-27,India,Government/Commercial,Communications,,1436.1,"2,110",8/27/15,9-12 yrs.,Satish Dhawan Space Center,Indian Space Research Organization (ISRO),9.0,12.0,2015-08-27
2013-08-29,India,Military,Communications,,1436,"2,650",8/29/13,7 yrs.,Guiana Space Center,Indian Space Research Organization (ISRO),7.0,7.0,2013-08-29
2011-05-20,India,Government,Communications/Navigation,,1436.23,"3,093",5/20/11,12 yrs.,Guiana Space Center,Indian Space Research Organization (ISRO),12.0,12.0,2011-05-20
2014-07-28,USA,Military,Space Observation,Imaging,1434.9,,7/28/14,,Cape Canaveral,Orbital Sciences Corp.,,,2014-07-28
2014-07-28,USA,Military,Space Observation,Imaging,1435.6,,7/28/14,,Cape Canaveral,Orbital Sciences Corp.,,,2014-07-28
2016-08-19,USA,Military,Space Observation,Imaging,1436.02,,8/19/16,,Cape Canaveral,Orbital ATK,,,2016-08-19
2016-08-19,USA,Military,Space Observation,Imaging,1438.54,,8/19/16,,Cape Canaveral,Orbital ATK,,,2016-08-19
2011-08-15,China,Government,Earth Observation,Meteorology,104.4,"1,500",8/15/11,3 yrs.,Taiyuan Launch Center,China Academy of Space Technology (CAST),3.0,3.0,2011-08-15
2004-12-18,France/Italy/Belgium/Spain/Greece,Military,Earth Observation,Optical Imaging,98,"4,200",12/18/04,5 yrs.,Guiana Space Center,EADS Astrium,5.0,5.0,2004-12-18
2009-12-18,France/Italy/Belgium/Spain/Greece,Military,Earth Observation,Optical Imaging,98.37,"4,200",12/18/09,5 yrs.,Guiana Space Center,EADS Astrium,5.0,5.0,2009-12-18
2003-05-12,Greece,Commercial,Communications,,1436.08,"3,300",5/12/03,15 yrs.,Cape Canaveral,Astrium,15.0,15.0,2003-05-12
2002-02-05,USA,Government/Civil,Space Science,,95.5,293,2/5/02,3 yrs.,Cape Canaveral,"Spectrum Astro, Inc.",3.0,3.0,2002-02-05
2014-10-07,Japan,Government,Earth Observation,Meteorology,1436.06,"3,500",10/7/14,8+ yrs.,Tanegashima Space Center,Mitsubishi Electric,8.0,8.0,2014-10-07
2016-11-02,Japan,Government,Earth Observation,Meteorology,1436.1,"3,500",11/2/16,8+ yrs.,Tanegashima Space Center,Mitsubishi Electric,8.0,8.0,2016-11-02
2006-10-22,Multinational,Government,Space Science,,98.4,700,10/22/06,3 yrs.,Uchinoura Space Center,"Institute of Space and Aeronautical Science, University of Tokyo/NASA",3.0,3.0,2006-10-22
2013-09-14,Japan,Government,Space Science,,106.27,348,9/14/13,1 yr.,Uchinoura Space Center,NEC Corporation,1.0,1.0,2013-09-14
2000-02-04,Spain,Commercial/Gov/Mil,Communications,,1436.08,"3,112",2/4/00,15 yrs.,Cape Canaveral,Alcatel Space Industries,15.0,15.0,2000-02-04
2002-09-18,Spain,Commercial/Gov/Mil,Communications,,1436.11,"3,288",9/18/02,15 yrs.,Cape Canaveral,Aerospatiale (Alcatel Space Industries),15.0,15.0,2002-09-18
2010-12-29,Spain,Commercial,Communications,,1435.95,"5,320",12/29/10,15 yrs.,Guiana Space Center,Space Systems/Loral,15.0,15.0,2010-12-29
2008-09-05,China,Government,Earth Observation,Optical Imaging,97.7,470,9/5/08,3 yrs.,Taiyuan Launch Center,Chinese Academy of Space Technology (CAST)/DFH Satellite,3.0,3.0,2008-09-05
2008-09-05,China,Government,Earth Observation,Optical Imaging,97.7,470,9/5/08,3 yrs.,Taiyuan Launch Center,Chinese Academy of Space Technology (CAST)/DFH Satellite,3.0,3.0,2008-09-05
2012-11-18,China,Government,Earth Observation,Radar Imaging,94.53,890,11/18/12,3 yrs.,Taiyuan Launch Center,Chinese Academy of Space Technology (CAST)/DFH Satellite,3.0,3.0,2012-11-18
2014-11-06,Japan,Government,Earth Observation,Optical Imaging,94.93,65,11/6/14,,Dombarovsky Air Base,University of Tokyo,,,2014-11-06
2014-06-19,Japan,Government,Technology Development,,97.51,60,6/19/14,,Dombarovsky Air Base,University of Tokyo,,,2014-06-19
2014-06-19,Japan,Government,Technology Development,,97.35,60,6/19/14,,Dombarovsky Air Base,University of Tokyo,,,2014-06-19
2007-12-21,USA/Japan,Commercial,Communications,,1436.1,"2,300",12/21/07,15 yrs.,Guiana Space Center,Orbital Sciences Corp.,15.0,15.0,2007-12-21
2012-05-17,Japan,Civil,Technology Development,,97.9,7,5/17/12,1 yr.,Tanegashima Space Center,Kyushu Institute of Technology (KIT),1.0,1.0,2012-05-17
2016-02-17,Japan,Civil,Technology Development,,96,10,2/17/16,1 yr.,Tanegashima Space Center,Kyushu Institute of Technology (KIT),1.0,1.0,2016-02-17
1990-04-25,ESA/USA,Government,Space Science,,95.8,"11,110",4/25/90,10 yrs.,Cape Canaveral,European Space Agency/NASA,10.0,10.0,1990-04-25
2013-11-21,Spain,Civil,Technology Development,,96.9,1,11/21/13,,Dombarovsky Air Base,University of Vigo,,,2013-11-21
2010-11-26,United Kingdom,Commercial,Communications,,1436.07,"2,242",11/26/10,15 yrs.,Guiana Space Center,EADS Astrium,15.0,15.0,2010-11-26
2012-08-02,United Kingdom,Commercial,Communications,,1436.14,"3,311",8/2/12,15 yrs.,Guiana Space Center,Orbital Sciences Corp.,15.0,15.0,2012-08-02
2009-11-28,Japan,Government,Earth Observation,Optical Imaging,94.37,"1,600",11/28/09,5 yrs.,Tanegashima Space Center,Mitsubishi/Toshiba,5.0,5.0,2009-11-28
2011-09-23,Japan,Government,Earth Observation,Optical Imaging,96.47,"1,600",9/23/11,5 yrs.,Tanegashima Space Center,Mitsubishi/Toshiba,5.0,5.0,2011-09-23
2011-12-12,Japan,Government,Earth Observation,Radar Imaging,94.89,"1,600",12/12/11,5 yrs.,Tanegashima Space Center,Mitsubishi/Toshiba,5.0,5.0,2011-12-12
2013-01-27,Japan,Government,Earth Observation,Radar Imaging,94.85,"1,600",1/27/13,5 yrs.,Tanegashima Space Center,Mitsubishi Electric,5.0,5.0,2013-01-27
2013-01-27,Japan,Government,Earth Observation,Optical Imaging,94.85,"1,600",1/27/13,5 yrs.,Tanegashima Space Center,Mitsubishi Electric,5.0,5.0,2013-01-27
2015-01-31,Japan,Government,Earth Observation,Radar Imaging,94.85,"1,600",1/31/15,5 yrs.,Tanegashima Space Center,Mitsubishi Electric,5.0,5.0,2015-01-31
2015-03-26,Japan,Government,Earth Observation,Optical Imaging,95.2,"1,600",3/26/15,5 yrs.,Tanegashima Space Center,Mitsubishi Electric,5.0,5.0,2015-03-26
2006-06-28,USA,Military,Earth Observation,Electronic Intelligence,684,"4,000",6/28/06,,Vandenberg AFB,National Reconnaissance Laboratory,,,2006-06-28
2008-03-13,USA,Military,Earth Observation,Electronic Intelligence,684,"4,200",3/13/08,,Vandenberg AFB,National Reconnaissance Laboratory,,,2008-03-13
2014-12-13,USA,Military,Earth Observation,Electronic Intelligence,707.55,"4,200",12/13/14,,Vandenberg AFB,National Reconnaissance Laboratory,,,2014-12-13
1996-04-03,United Kingdom,Commercial,Communications,,1436.08,"2,064",4/3/96,13 yrs.,Cape Canaveral,Lockheed Martin Commercial Space Systems,13.0,13.0,1996-04-03
1996-09-06,United Kingdom,Commercial,Communications,,1436.1,"2,070",9/6/96,13 yrs.,Baikonur Cosmodrome,Lockheed Martin Commercial Space Systems,13.0,13.0,1996-09-06
